Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Median Home Value,Persons with Bachelor Degree,People in Labor Force,People Unemployed,Unemployment Rate
8817,44646.0,35.5,85152.0,33677.0,3276.0,7.337723424270930,307500.0,9119.0,24804.0,2327.0,9.381551362683440
8820,39878.0,41.0,112073.0,46672.0,1690.0,4.237925673303580,452800.0,9010.0,21681.0,1905.0,8.786495087864950
8821,289.0,43.5,113250.0,44576.0,37.0,12.802768166090000,236600.0,33.0,196.0,36.0,18.367346938775500
8822,30430.0,43.7,101922.0,47722.0,1762.0,5.790338481761420,403900.0,6000.0,17327.0,1263.0,7.289201823743290
8823,9096.0,35.7,93903.0,45929.0,273.0,3.0013192612137200,250200.0,2489.0,5876.0,269.0,4.577944179714090
8824,12175.0,40.0,117863.0,43935.0,422.0,3.46611909650924,396300.0,2540.0,6550.0,417.0,6.366412213740460
8825,4528.0,43.9,94079.0,39574.0,238.0,5.256183745583040,371000.0,676.0,2371.0,212.0,8.941374947279630
8826,5771.0,45.9,97452.0,45198.0,275.0,4.765205337029980,368400.0,962.0,3354.0,180.0,5.366726296958860
8827,4185.0,48.8,98400.0,42877.0,308.0,7.359617682198330,375700.0,901.0,2391.0,313.0,13.090757005437100
8828,2360.0,40.0,78958.0,34618.0,112.0,4.745762711864410,258100.0,364.0,1368.0,98.0,7.16374269005848
8829,3694.0,40.5,95282.0,42726.0,24.0,0.6497022198159180,279700.0,661.0,2184.0,311.0,14.239926739926700
8830,18559.0,39.3,83581.0,33236.0,1228.0,6.616735815507300,310400.0,3932.0,9810.0,705.0,7.186544342507650
8831,46818.0,50.7,67676.0,42007.0,2355.0,5.030116621812120,324300.0,7960.0,19553.0,1954.0,9.993351403876640
8832,2580.0,30.2,43900.0,21547.0,713.0,27.635658914728700,287700.0,203.0,1284.0,226.0,17.601246105919000
8833,9039.0,47.2,135259.0,75622.0,239.0,2.64409779842903,479800.0,2065.0,5103.0,470.0,9.210268469527730
8835,10400.0,41.3,62583.0,29298.0,723.0,6.951923076923080,273500.0,947.0,6107.0,852.0,13.95120353692480
8836,3767.0,46.3,135547.0,63833.0,101.0,2.6811786567560400,603800.0,917.0,2172.0,120.0,5.524861878453040
8837,16030.0,38.2,74589.0,35025.0,1085.0,6.7685589519650700,298700.0,2941.0,8638.0,703.0,8.138457976383420
8840,16535.0,41.7,102196.0,46958.0,560.0,3.3867553674024800,369300.0,3580.0,9168.0,670.0,7.308027923211170
8844,38907.0,39.8,112923.0,46019.0,1462.0,3.757678566838870,403000.0,8311.0,22209.0,1349.0,6.074114097888240
8846,13703.0,41.6,80833.0,33458.0,257.0,1.87550171495293,321100.0,1979.0,7596.0,679.0,8.93891521853607
8848,8371.0,46.3,102852.0,44983.0,157.0,1.8755226376777000,370500.0,1424.0,4838.0,384.0,7.937164117403890
8850,8274.0,42.6,97120.0,41082.0,473.0,5.7167029248247500,358300.0,1665.0,5264.0,535.0,10.163373860182400
8852,17233.0,38.1,102950.0,42303.0,570.0,3.3076074972436600,371400.0,4066.0,9504.0,594.0,6.25
8853,5542.0,42.9,122500.0,49686.0,74.0,1.335258029592210,531900.0,1200.0,3026.0,252.0,8.327825512227360
8854,56874.0,33.2,91164.0,32262.0,2827.0,4.970636846362130,327800.0,9509.0,30118.0,2953.0,9.80476791287602
8857,40271.0,40.5,92725.0,38319.0,1237.0,3.0716893049589000,348400.0,6649.0,22925.0,1908.0,8.322791712104690
8858,170.0,66.8,79444.0,70244.0,0.0,0.0,724400.0,18.0,50.0,0.0,0.0
8859,21594.0,38.9,79835.0,35353.0,1312.0,6.075761785681210,312300.0,3905.0,12116.0,1019.0,8.410366457576760
8861,53415.0,33.0,45601.0,19501.0,12427.0,23.265000468033300,254000.0,3990.0,24686.0,1762.0,7.137648869804750
8863,12342.0,38.8,74836.0,31089.0,963.0,7.802625182304330,297700.0,1551.0,6940.0,614.0,8.847262247838620
8865,29824.0,40.9,55599.0,27067.0,3652.0,12.245171673819700,208300.0,2754.0,15626.0,1666.0,10.661717650070400
8867,5436.0,45.5,114174.0,49652.0,62.0,1.1405445180279600,542200.0,1191.0,2862.0,291.0,10.167714884696000
8869,7058.0,37.8,76250.0,35079.0,737.0,10.44205157268350,334700.0,972.0,3872.0,244.0,6.301652892561980
8872,20041.0,37.7,72956.0,32666.0,1276.0,6.366947757097950,312100.0,2591.0,10478.0,1003.0,9.572437488070240
8873,51048.0,40.0,85148.0,37985.0,3307.0,6.47821658047328,332400.0,9755.0,26909.0,2307.0,8.573339774796540
8876,22268.0,39.8,89242.0,41896.0,1019.0,4.57607328902461,348300.0,4157.0,12757.0,866.0,6.788429881633610
8879,22974.0,40.9,72508.0,34654.0,1300.0,5.658570558022110,285900.0,3130.0,12863.0,1197.0,9.30576070901034
8880,4584.0,35.9,71607.0,31046.0,369.0,8.049738219895290,251600.0,624.0,2599.0,278.0,10.696421700654100
8882,16079.0,38.6,66327.0,27054.0,1683.0,10.467068847565100,288100.0,1565.0,9086.0,1531.0,16.850099053488900
8884,8309.0,41.9,76681.0,33593.0,283.0,3.405945360452520,292900.0,873.0,4558.0,316.0,6.932865291794650
8886,7071.0,40.9,109970.0,42475.0,212.0,2.998161504737660,353100.0,1367.0,3920.0,407.0,10.38265306122450
8887,1079.0,43.5,64205.0,39043.0,72.0,6.672845227062090,222300.0,219.0,616.0,31.0,5.032467532467530
8889,9934.0,44.7,124712.0,60270.0,623.0,6.2713911817998800,438900.0,2231.0,5467.0,576.0,10.535942930309100
8890,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
8901,55476.0,23.1,39901.0,14614.0,16144.0,29.100872449347500,248100.0,2953.0,27194.0,3020.0,11.105390895050400
8902,41774.0,36.3,81531.0,35200.0,2297.0,5.498635514913580,301800.0,8082.0,23745.0,1900.0,8.001684565171620
8904,14136.0,33.3,73789.0,39800.0,1632.0,11.544991511035700,366000.0,2400.0,8079.0,738.0,9.134793910137390
10001,21966.0,34.7,81671.0,82166.0,3375.0,15.364654465992900,650200.0,5960.0,14342.0,1305.0,9.099149351554870
10002,82191.0,39.8,33218.0,26227.0,23346.0,28.404569843413500,535600.0,12969.0,40024.0,4648.0,11.613032180691600
10003,57310.0,32.3,92540.0,74189.0,5916.0,10.322805793055300,817700.0,17797.0,36793.0,2484.0,6.751284211670700
10004,2807.0,33.1,129313.0,108786.0,250.0,8.906305664410400,894200.0,869.0,2203.0,204.0,9.260099863822060
10005,6822.0,28.6,124670.0,102849.0,724.0,10.612723541483400,1000001.0,2585.0,5588.0,220.0,3.937007874015750
10006,2507.0,31.3,119274.0,101271.0,252.0,10.051854806541700,714300.0,814.0,2201.0,185.0,8.405270331667420
10007,6525.0,34.0,216037.0,157713.0,144.0,2.206896551724140,1000001.0,1767.0,3884.0,185.0,4.76313079299691
10009,62810.0,36.3,59929.0,43893.0,12567.0,20.007960515841400,672800.0,17247.0,37459.0,2674.0,7.138471395392300
10010,30670.0,35.1,97955.0,79491.0,4204.0,13.707205738506700,746200.0,9334.0,19404.0,1577.0,8.127190270047410
10011,52167.0,39.7,104238.0,110631.0,4379.0,8.394195564245600,914500.0,17389.0,36650.0,2344.0,6.395634379263300
10012,26145.0,34.1,86594.0,72914.0,2552.0,9.760948556129280,1000001.0,8643.0,18083.0,925.0,5.115301664546810
10013,26065.0,36.4,83725.0,90699.0,3223.0,12.365240744293100,1000001.0,6284.0,14468.0,876.0,6.054741498479400
10014,30597.0,36.7,108483.0,106068.0,1989.0,6.500637317384060,947300.0,12361.0,22504.0,1592.0,7.074297902595090
10016,51196.0,32.8,105324.0,87986.0,4689.0,9.158918665520740,759600.0,17495.0,35988.0,1952.0,5.424030232299660
10017,16129.0,37.2,100652.0,101239.0,1207.0,7.483414966829930,637100.0,5801.0,12283.0,516.0,4.20092811202475
10018,7021.0,30.9,104635.0,75598.0,972.0,13.844181740492800,1000001.0,2127.0,5309.0,280.0,5.274062912036170
10019,38394.0,38.8,84424.0,84966.0,5013.0,13.056727613689600,808600.0,12128.0,26383.0,1784.0,6.761930030701590
10020,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10021,40862.0,42.7,107907.0,120077.0,2763.0,6.76178356419167,1000001.0,12921.0,24758.0,1138.0,4.596494062525240
10022,29618.0,45.3,109019.0,129778.0,1318.0,4.449996623674790,866100.0,10835.0,19576.0,1276.0,6.518185533306090
10023,61315.0,41.3,103534.0,99496.0,5316.0,8.669982875315990,872500.0,16474.0,37175.0,2252.0,6.057834566240750
10024,59164.0,41.8,109956.0,97633.0,3950.0,6.676357244270160,1000001.0,15984.0,35662.0,1979.0,5.549324210644380
10025,97390.0,38.2,68516.0,55843.0,16008.0,16.437005852757000,934600.0,21443.0,54594.0,4729.0,8.66212404293512
10026,37871.0,33.6,43107.0,28674.0,10640.0,28.09537640938980,602400.0,5404.0,18450.0,1527.0,8.276422764227640
10027,62617.0,30.7,37872.0,27349.0,16581.0,26.480029384991300,716100.0,7917.0,28279.0,2158.0,7.6311043530535000
10028,44295.0,40.3,104638.0,107679.0,2538.0,5.72976633931595,1000001.0,14022.0,28607.0,1605.0,5.610514908938370
10029,77454.0,33.5,31888.0,25270.0,21062.0,27.19291450409280,787000.0,9045.0,36702.0,4732.0,12.893030352569300
10030,28472.0,34.0,31925.0,23992.0,7954.0,27.936218038774900,509000.0,3537.0,14461.0,2148.0,14.853744554318500
10031,59092.0,33.0,37655.0,23322.0,16139.0,27.311649631083700,369800.0,7171.0,32081.0,3679.0,11.46784701225020
10032,59374.0,34.5,34568.0,19005.0,16743.0,28.199211776198300,334900.0,7222.0,31004.0,4991.0,16.097922848664700
10033,58710.0,35.9,41556.0,23403.0,14274.0,24.312723556464000,422100.0,7413.0,33319.0,5253.0,15.76577928509260
10034,41510.0,36.5,41171.0,22909.0,10697.0,25.769694049626600,354700.0,5582.0,24008.0,3889.0,16.198767077640800
10035,33488.0,34.2,24533.0,19541.0,13486.0,40.271141901576700,445900.0,3050.0,13112.0,1707.0,13.018608907870700
10036,23132.0,38.2,66599.0,68213.0,3174.0,13.72125194535710,810300.0,7188.0,17363.0,1777.0,10.234406496573200
10037,17377.0,37.6,37341.0,25535.0,4327.0,24.90073085112510,260200.0,2434.0,8089.0,951.0,11.756706638645100
10038,20082.0,32.4,66074.0,58768.0,3679.0,18.319888457325000,616300.0,4873.0,12006.0,644.0,5.363984674329500
10039,26577.0,33.3,33595.0,19675.0,7664.0,28.836964292433300,352300.0,2803.0,12952.0,2914.0,22.49845583693640
10040,44825.0,37.0,42721.0,23593.0,9909.0,22.10596765197990,317300.0,6509.0,24643.0,3372.0,13.683398936817800
10044,12346.0,40.2,83066.0,43053.0,1218.0,9.865543495869110,580400.0,1951.0,6175.0,413.0,6.6882591093117400
10065,32797.0,38.9,115519.0,119546.0,1718.0,5.238283989389270,1000001.0,10477.0,21176.0,1084.0,5.119002644503210
10069,5118.0,38.1,170630.0,123349.0,229.0,4.474404064087530,966600.0,1896.0,3556.0,223.0,6.271091113610800
10075,24849.0,40.9,102941.0,106575.0,1719.0,6.917783411807320,805300.0,8893.0,15627.0,896.0,5.733666090740390
10103,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10110,2.0,-666666666.0,-666666666.0,,1.0,50.0,-666666666.0,0.0,1.0,0.0,0.0
10111,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10112,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10115,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10119,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10128,60121.0,38.8,96296.0,89300.0,4560.0,7.58470417990386,1000001.0,18741.0,37156.0,2156.0,5.802562170308970
10152,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10153,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10154,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10162,1327.0,39.7,168667.0,106304.0,0.0,0.0,-666666666.0,564.0,732.0,43.0,5.8743169398907100
10165,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10167,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10168,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10169,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10170,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10171,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10172,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10173,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10174,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10177,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10199,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10271,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10278,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10279,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10280,8685.0,37.9,129574.0,82005.0,428.0,4.928036845135290,685700.0,2818.0,5803.0,318.0,5.47992417714975
10282,6217.0,33.9,230952.0,121627.0,132.0,2.123210551713050,1000001.0,1538.0,3273.0,57.0,1.7415215398716800
10301,38885.0,34.7,56848.0,27952.0,7490.0,19.261926192619300,402300.0,4610.0,17928.0,1594.0,8.891120035698350
10302,16811.0,34.0,56841.0,24198.0,4278.0,25.44762357979890,382000.0,1523.0,7660.0,690.0,9.007832898172330
10303,24537.0,31.1,51537.0,22077.0,5356.0,21.82825936341040,325100.0,2163.0,10738.0,984.0,9.16371763829391
10304,43084.0,34.8,53168.0,27103.0,8444.0,19.598923034073000,403700.0,4393.0,20123.0,1654.0,8.219450380162000
10305,42006.0,39.9,70758.0,30172.0,4464.0,10.627053278103100,415300.0,5774.0,19787.0,1599.0,8.081063324404910
10306,55902.0,41.4,75807.0,34834.0,3524.0,6.303888948517050,450200.0,6965.0,26836.0,2091.0,7.791772246236400
10307,14829.0,37.4,86457.0,36028.0,666.0,4.491199676309930,567400.0,1723.0,7084.0,430.0,6.070016939582160
10308,28939.0,42.6,88075.0,38275.0,1517.0,5.242060886692700,452600.0,3310.0,14844.0,1061.0,7.147669091888980
10309,32646.0,38.5,86297.0,35719.0,2209.0,6.766525761195860,539100.0,4069.0,15359.0,812.0,5.286802526206130
10310,25227.0,34.1,61925.0,27923.0,5477.0,21.71086534268840,414600.0,2295.0,12040.0,1570.0,13.039867109634600
10311,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10312,60081.0,41.2,85324.0,36128.0,4077.0,6.785839117191790,467300.0,8638.0,30147.0,2381.0,7.89796663017879
10314,87276.0,41.0,77242.0,32807.0,7454.0,8.540721389614560,437500.0,11136.0,41811.0,2764.0,6.610700533352470
10451,47069.0,31.2,26754.0,14629.0,17343.0,36.84590707259560,170600.0,2625.0,20116.0,3590.0,17.846490355935600
10452,74931.0,30.4,25979.0,13019.0,27804.0,37.106137646634900,402800.0,3343.0,33862.0,5650.0,16.685370031303500
10453,79793.0,30.7,25470.0,12616.0,32478.0,40.70281854298000,445200.0,3924.0,38203.0,7939.0,20.781090490275600
10454,38089.0,29.3,20232.0,11561.0,17503.0,45.95289978734020,386000.0,1456.0,14634.0,2203.0,15.053983873172100
10455,38576.0,28.7,22609.0,12231.0,14725.0,38.171401907922000,318600.0,1606.0,15361.0,2780.0,18.097780092441900
10456,87723.0,30.3,23452.0,12486.0,34727.0,39.587109423982300,388600.0,3906.0,36643.0,6682.0,18.235406489643300
10457,70282.0,29.0,24949.0,12952.0,27579.0,39.240488318488400,397500.0,3320.0,28947.0,5046.0,17.43185822365010
10458,74859.0,29.2,24618.0,14488.0,27406.0,36.61016043495100,330300.0,3304.0,33102.0,5158.0,15.582140051960600
10459,47977.0,28.6,24461.0,12436.0,19146.0,39.90662192300480,343900.0,2013.0,18685.0,2762.0,14.781910623494800
10460,56084.0,30.0,22307.0,12828.0,22608.0,40.31096212823620,391700.0,2784.0,24295.0,4687.0,19.292035398230100
10461,51730.0,38.2,52347.0,26630.0,7727.0,14.93717378697080,454700.0,5826.0,26636.0,3347.0,12.565700555639000
10462,77369.0,35.3,45864.0,21836.0,15758.0,20.367330584601100,271300.0,8092.0,38918.0,4666.0,11.98931085872860
10463,70420.0,38.8,54258.0,30875.0,11878.0,16.867367225220100,289700.0,8772.0,35376.0,3723.0,10.524084124830400
10464,4248.0,48.7,70078.0,39454.0,266.0,6.261770244821090,484000.0,576.0,2311.0,107.0,4.6300302899177800
10465,44862.0,40.1,65450.0,29953.0,6171.0,13.75551691855020,437800.0,4603.0,21994.0,2159.0,9.81631354005638
10466,70609.0,35.9,44012.0,19925.0,14429.0,20.4350720163152,391300.0,6490.0,34527.0,3991.0,11.559069713557500
10467,98754.0,32.4,36048.0,18137.0,26803.0,27.141179091479800,369500.0,7825.0,47546.0,7608.0,16.0013460648635
10468,71822.0,32.0,33776.0,15537.0,22075.0,30.73570772186800,171200.0,4952.0,36461.0,6449.0,17.68739200789890
10469,71843.0,36.2,57776.0,22960.0,9246.0,12.86972982754060,427100.0,7562.0,36013.0,6336.0,17.5936467386777
10470,14850.0,36.2,58600.0,28734.0,1696.0,11.42087542087540,401200.0,1656.0,8146.0,1028.0,12.61969064571570
10471,22030.0,43.6,71798.0,43630.0,1726.0,7.834770767135720,360800.0,4060.0,10808.0,868.0,8.031088082901560
10472,68898.0,30.4,30288.0,14652.0,24273.0,35.230340503352800,429600.0,3630.0,30159.0,4256.0,14.111873735866600
10473,58660.0,36.1,35866.0,19561.0,15513.0,26.44561882032050,386600.0,4607.0,24900.0,2788.0,11.196787148594400
10474,12519.0,29.1,25676.0,11410.0,4803.0,38.36568416007670,351800.0,574.0,4768.0,866.0,18.16275167785240
10475,43231.0,46.5,43629.0,25870.0,4850.0,11.218801323124600,76000.0,4834.0,20937.0,2637.0,12.594927640063000
